exp_ic	age	freq.avgsnr	freq.integrate	freq.maxsnr	freq.maxsnr.freq	freq.range.high	freq.range.low	freq.rangesz	length	mass.perc	mass.region	mass.total	region.centroid.0	region.centroid.1	region.eccentricity	region.extent	region.majaxis	region.majmin.ratio	region.minaxis	region.orient	neural	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	spatial.avg	spatial.max	spatial.min	spatial.n.domains	spatial.std	temporal.autocorr	temporal.max	temporal.min	temporal.n.freq	temporal.std	threshold.area	threshold.perc	anml	artifact	hemodynamic	movement
190423_03-04-0065	21	1.2520399349	0.374397606	1.4296482218	2.5	2.1022410381	0.5255602595	1.5766807786	17	0.1376604283	96.25	699.1842259566	108.2441909085	1238.6347888418	0.8981315815	0.5698869826	221.8117988142	2.2741392846	97.5365934342	1.0052426047	1	560.3864174675	853.6779872207	106.3788074739	1236.4304790099	2.13950396906658E-09	0.0106539076	-0.0035027461	5	0.0007516434	0.9562071783	20.7195439785	-20.1574090362	1	4.3029656246	16741	0.9994626866	2	0		
190423_03-04-0066	21	1.2468151765	0.3011964422	1.3635431145	3.5355339059	2.9730177875	1.3631346658	1.6098831217	10	0.1247542838	93.25	747.4693227977	340.9128410631	700.5893099181	0.7919028304	0.7658873443	188.8778907236	1.6376069983	115.3377403218	0.0263961404	1	607.2117340457	758.67376246	341.992566281	700.6043194469	4.6453432348327E-09	0.0097326611	-0.0031656159	2	0.0007516432	0.8895621525	18.3148184598	-12.0384746938	4	4.3026479571	16969	0.9998821519	2	0		
190423_03-04-0067	21	1.1997813948	0.1571112763	1.2912759205	3.8555270635	2.9730177875	1.4865088938	1.4865088938	9	0.0914414559	72.3125	790.8065254184	391.725695581	834.6656301146	0.84056575	0.7762180017	171.465770168	1.8460077515	92.8846425646	-0.1287055284	1	621.054606659	782.6982599237	391.8218188039	833.0233665016	1.26891543863848E-09	0.0103195876	-0.0035798618	1	0.000751644	0.9155632678	17.2190632161	-11.564566351	1	4.2924992263	12220	1	2	0		
190423_03-04-0068	21	1.1386175588	0.0889146097	1.2124604128	3.2420988866	2.7262693317	1.146255054	1.5800142777	11	0.109061853	80.5	738.1132615343	808.6692765189	219.6261386735	0.3226792538	0.7404124861	134.143685852	1.0565146903	126.9681217749	-1.2704737055	1	692.0575883559	691.4644443266	807.7942492816	221.2561495826	1.44844370193397E-09	0.0120951996	-0.003384322	3	0.0007516443	0.9524124356	15.9842301432	-13.8053345704	3	4.2792794844	13283	0.9998494543	2	0		
190423_03-04-0069	21	1.1529775432	0.0285223248	1.2557624211	3.8555270635	3.2420988866	1.6210494433	1.6210494433	9	0.01912697	16.90625	883.8958796818	434.1133732535	656.030738523	0.9622338195	0.0920245399	225.3883689424	3.673441173	61.3561939133	0.9347484802	0	619.7004488152	789.1807503536	451.492045494	798.9778607857	-3.09169071950407E-09	0.0143640795	-0.0037516449	30	0.0007516439	0.9781631401	10.884941314	-13.5326955784	2	4.2771219736	2505	0.3584716657	2	1	1	
190423_03-04-0070	21	1.8000946794	0.2941501492	2.3736757852	4.2044820763	0.0058066754	0.0048828125	0.0009238629	3	0.0228845451	21.140625	923.7948556227	1280.4318689501	665.5119136262	0.5124486294	0.6887179487	64.6536272158	1.1645268138	55.5192258759	0.8423760866	0	702.978554887	774.479354166	1276.2821868363	664.5918275128	-2E-09	0.0183842909	-0.0073307208	1	0.000751645	0.9886769609	15.3119087286	-6.8469224045	1	4.2766400761	2686	1	2	0	1	
190423_03-04-0071	21	1.1840450466	0.108332037	1.2914587723	3.5355339059	3.2420988866	1.6210494433	1.6210494433	9	0.1003964417	80.125	798.0860538349	420.3304685334	630.3850845578	0.6794453749	0.7452479339	159.3390621804	1.3629064127	116.9112278729	0.3159941965	1	625.1030015157	756.1393984881	422.6565909054	630.5353238618	-3.38054306928501E-09	0.0092029293	-0.0040830595	3	0.0007516442	0.9331731076	16.1681355831	-12.5750868066	2	4.2518648427	14428	0.9903219164	2	0		
190423_03-04-0072	21	1.1723542314	0.1670492436	1.2808559702	2.9730177875	2.5	0.8838834765	1.6161165235	13	0.1218406102	85.8125	704.3012989082	651.7438668224	234.7767231308	0.5344243607	0.7627533972	144.1757756106	1.1831290922	121.8597163747	-0.7759832913	1	665.2868278756	689.3195770883	650.4474735979	236.2929479244	3.62519501189313E-10	0.011798755	-0.0035751534	1	0.0007516438	0.9484804334	17.3760262346	-11.3188578728	4	4.2517117975	13696	1	2	0		
190423_03-04-0073	21	1.1427917086	0.076305981	1.2335372122	3.2420988866	2.9730177875	1.25	1.7230177875	11	0.0579290686	40.03125	691.0390752018	530.15536465	604.099433376	0.5602933862	0.7610237863	91.9024136019	1.2073004629	76.1222383534	0.3123547737	1	645.724799219	776.4754477958	528.9611682725	758.6904530224	-7.62039373668854E-10	0.0157371431	-0.0034432828	2	0.0007516439	0.9561578073	17.3877624842	-11.3927971301	2	4.2359916943	5471	0.5551496702	2	0		
190423_03-04-0074	21	1.0999777467	0.0887603391	1.1676591559	3.5355339059	2.9730177875	1.3631346658	1.6098831217	10	0.0982742882	79.1875	805.7804479138	1154.3729336966	563.4391765062	0.636774788	0.6563990461	167.8743617874	1.2969330084	129.4395012722	-1.0226717988	1	762.3784797592	756.8387264887	1153.7182381919	598.842324804	-4.83839874738124E-10	0.0084380447	-0.0035470252	11	0.0007516439	0.9154611479	20.8817427572	-15.8717324521	6	4.2292762434	16515	0.9002452984	2	0		
190423_03-04-0075	21	1.2334284587	0.227551545	1.3636798959	3.2420988866	2.9730177875	1.3631346658	1.6098831217	10	0.1232721945	90.5625	734.6547238807	301.4654324928	940.5023300351	0.9183340598	0.6744596573	229.698843346	2.5264889205	90.916228242	0.1118848443	1	598.2881499619	801.1597648635	301.8881200552	940.3086558926	-1.29439954168057E-10	0.0105420361	-0.0036413323	1	0.0007516433	0.9144582295	22.3695262655	-10.7867401032	2	4.211836963	15665	1	2	0		
190423_03-04-0076	21	1.0453702841	0.0143925916	1.0678485512	3.5355339059	2.9730177875	1.767766953	1.2052508345	7	0.0952726137	79.0625	829.8554741509	823.4775194789	540.556839954	0.7447754418	0.645557617	173.8450158495	1.4985422768	116.0094169803	-0.9762819281	1	694.8677230373	737.8921199252	823.404086876	539.5384861156	1E-09	0.0088612152	-0.0037563056	6	0.0007516447	0.9506283138	25.6922503822	-12.2100223648	2	4.2087562094	15658	0.9987243271	2	0		
190423_03-04-0077	21	1.2796308867	0.2574704476	1.4457944251	2.7262693317	1.9277635318	0.625	1.3027635318	14	0.1353091959	94.5625	698.8623306776	206.5887419256	1370.2597969856	0.6526792054	0.6872568916	166.4998208393	1.319897863	126.1459886499	1.0132891018	1	581.5089031436	873.5792393767	208.5743794209	1370.6451165917	-3.46630168279416E-09	0.0121345373	-0.003569836	3	0.0007516435	0.9670906486	16.8182827923	-17.2626822927	1	4.1872063141	16255	0.9997539824	2	0		
190423_03-04-0078	21	1.016093562	0.002411135	1.028106808	4.2044820763	1.9277635318	1.146255054	0.7815084778	7	0.0632111894	53.75	850.3241358689	540.7874715733	110.6358279926	0.8214941263	0.6208445642	149.8438687107	1.7537183932	85.4435177789	-0.3597677414	1	650.3901503173	703.4136562751	541.6418801357	109.6073284524	-1.75113415034193E-10	0.0096812456	-0.0047015488	8	0.0007516445	0.9834995025	11.50786009	-13.8818209167	2	4.1857443424	9674	0.9992769342	2	0		
190423_03-04-0079	21	1.1381974672	0.0921115148	1.2147578529	3.2420988866	2.9730177875	1.3631346658	1.6098831217	10	0.0884199536	71.25	805.8135875647	340.89230122	1015.6253260412	0.7654649406	0.7096369716	154.391369502	1.5540556445	99.3473882686	0.2426866329	1	619.3328974897	808.1355690942	340.4507149529	1016.5531102441	-7.5366184233663E-10	0.0104343354	-0.0035549542	2	0.0007516442	0.9411290733	18.004893542	-9.902778391	2	4.1719576452	11885	0.9999158674	2	0		
190423_03-04-0080	21	1.1357199463	0.1195487327	1.2197731873	3.5355339059	2.9730177875	1.25	1.7230177875	11	0.0977734572	77.8125	795.844825684	336.7384490877	549.1449381989	0.8809969089	0.7302815388	195.0761190252	2.1136196503	92.2948076308	-0.1379718905	1	609.3521808835	740.9875558914	337.1255772581	548.3262301641	-6.09272919799704E-09	0.0096916481	-0.0035307843	1	0.0007516437	0.9305635006	23.353088837	-10.6096884943	3	4.1361133034	13592	1	2	0		
190423_03-04-0081	21	1.0397430548	0.0184753216	1.06739653	3.8555270635	2.7262693317	1.4865088938	1.2397604379	8	0.1079159112	85.75	794.6001570398	807.3687878232	1050.5925178801	0.8199865137	0.6330882353	192.814077647	1.74708242	110.3634696548	0.9309993769	1	692.1101876306	823.9886845187	807.0758067395	1051.0048094998	1.2994735622708E-09	0.0086330273	-0.003405928	3	0.0007516448	0.9426001578	22.2342155312	-12.4028135316	2	4.1269325658	16359	0.9993890891	2	0		
190423_03-04-0082	21	1.1053896103	0.3030630833	1.1937253927	2.7262693317	2.5	0.3716272234	2.1283727766	23	0.1072658171	75.4375	703.2762351797	314.472147806	1099.6173672056	0.5191423451	0.7484098451	127.8968019948	1.1700178788	109.3118355783	0.2662423406	1	611.8280484447	822.7656461306	314.287411473	1098.7779953693	-9.20444666734308E-09	0.0135683794	-0.0036867368	1	0.0007516435	0.9327918049	25.6050378001	-8.6762025843	2	4.0842655967	10825	1	2	0		
190423_03-04-0083	21	1.1673598809	0.008491293	1.2734700254	4.2044820763	4.585020216	2.9730177875	1.6120024285	6	0.0424784473	26.40625	621.638776729	1173.1168478261	814.4137228261	0.85598368	0.504974271	63.0296604466	1.9342253408	32.5865136381	0.6748983565	0	707.2646376388	779.5398110138	1174.032438745	813.3485496452	-5.71072347279241E-10	0.041900015	-0.0041190829	3	0.0007516437	0.984244394	19.2420942227	-6.1295058261	2	4.081783117	1472	0.9800266312	2	1		1
190423_03-04-0084	21	1.1454295506	0.0775477864	1.2166122325	2.9730177875	2.9730177875	1.3631346658	1.6098831217	10	0.1111065244	79.625	716.654583505	590.6957349896	483.4929192547	0.7289613876	0.7019532612	152.0424571915	1.4608033971	104.0813962306	-0.5074829976	1	653.3176054706	731.7044551201	589.7666316627	483.4382145582	1.06192715930503E-09	0.0121924087	-0.0038799417	1	0.0007516438	0.9527539641	17.9700248735	-11.4851716436	2	4.0666948016	12075	1	2	0		
190423_03-04-0085	21	1.122180814	0.0523666804	1.1861109349	3.2420988866	2.7262693317	1.25	1.4762693317	10	0.0890885484	70.6875	793.4521470437	604.1712109409	1118.1704319225	0.8453504623	0.7203516648	168.0352966517	1.871915576	89.766493108	0.1945272327	1	658.1435493511	820.264233188	602.7986250567	1118.0128216729	-3.46115613355177E-09	0.0116568451	-0.0038518027	4	0.0007516442	0.961625711	14.5558210922	-12.1908955685	2	4.0326276575	11553	0.9995673992	2	0		
190423_03-04-0086	21	1.2219649734	0.3265976443	1.3396325335	2.292510108	2.1022410381	0.573127527	1.5291135111	16	0.1286538537	91.6875	712.66811978	111.2546020058	468.7023613051	0.7238988538	0.6692154114	171.2330438794	1.4494725822	118.1347243045	-1.2339555119	1	568.9085326262	719.192799419	113.7458599078	469.5446942036	-5.46908442620346E-09	0.010904379	-0.0032092161	3	0.0007516439	0.9536181369	18.2554480833	-10.3688093023	2	4.0182377534	15754	0.9998730642	2	0		
190423_03-04-0087	21	1.2452007955	0.2724647129	1.3694676959	3.2420988866	2.5	0.8838834765	1.6161165235	13	0.1210855718	84.8125	700.4344016177	730.154320529	232.519726577	0.3332326095	0.7442490599	134.9177575408	1.0606201174	127.206485455	-1.1529609799	1	676.0677806616	694.0486438987	730.8257007206	234.0368648493	-9.39783746627468E-10	0.0123741718	-0.0035895044	1	0.0007516437	0.9421565847	18.4161848692	-10.9051860119	2	3.9976680801	13459	1	2	0		
190423_03-04-0088	21	1.1533523567	0.0994020144	1.240831251	3.5355339059	3.2420988866	1.6210494433	1.6210494433	9	0.0770417162	63.65625	826.2569052183	450.9051011684	708.3851049682	0.6747686498	0.738840539	135.335968516	1.3549597288	99.8819120857	0.2523069658	1	637.6681286674	767.8075033384	453.5122264324	708.6703639493	1.52117782202928E-09	0.0099017803	-0.0045869683	3	0.0007516445	0.925806205	16.704456229	-9.6819083424	2	3.9668700108	10527	0.9997150997	2	0		
190423_03-04-0089	21	1.132482574	0.0716075378	1.2147743101	3.8555270635	3.2420988866	1.6210494433	1.6210494433	9	0.0760281126	62.03125	815.8988544289	492.8475897436	834.2834871795	0.749453171	0.7878151261	138.0635010041	1.5104431495	91.4059566252	-0.1251329806	1	642.0062285762	782.2019565264	494.2558842248	832.3078978174	-8.50482861185989E-09	0.0104034683	-0.003653051	5	0.0007516446	0.9374237856	15.881773064	-10.0808765318	2	3.9656907082	9750	0.9891447702	2	0		
190423_03-04-0090	21	1.2281938176	0.4272406053	1.3984362926	2.5	2.1022410381	0.4419417382	1.6602992999	19	0.1206969619	85.3125	706.8322075375	83.9238130841	1108.5860186916	0.7591712207	0.7551377597	162.4004043169	1.5363556154	105.7049570384	1.3357119291	1	578.2164862022	828.5330508007	83.6509151569	1108.1648209002	2.46668637847362E-09	0.0117049513	-0.0032705859	1	0.0007516437	0.9528585501	22.2440111794	-10.8322156503	2	3.9615748541	13375	1	2	0		
190423_03-04-0091	21	1.0921172932	0.0348802484	1.1463138696	3.8555270635	2.9730177875	1.4865088938	1.4865088938	9	0.092001776	70.1875	762.8928814614	893.7062151811	1422.8295612813	0.9922256116	0.1833328014	350.4251371885	8.0352172409	43.6111590617	-0.52967157	0	703.263402284	851.4138674381	897.668086415	1424.1229092912	4.90931623298495E-12	0.0170452815	-0.0035577424	4	0.0007516438	0.9577945017	14.7246249041	-19.8306608254	2	3.958687291	11488	0.9986091794	2	0		
190423_03-04-0092	21	1.1304351763	0.0872967463	1.1857301083	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.1048504223	84.3125	804.1217014073	1018.1051617178	535.3649340481	0.7145257346	0.6541765169	175.6673493426	1.42936951	122.898486441	0.2688153562	1	732.6515005636	739.2219010025	1019.166508646	536.3714560788	4.07424131772586E-10	0.0084600055	-0.0044351575	4	0.0007516441	0.9146910998	23.3912481919	-12.6283913945	3	3.9496836037	16603	0.9995785671	2	0		
190423_03-04-0093	21	1.0816398246	0.054420524	1.126795817	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.0962743232	79.75	828.3620939763	916.1884211841	1107.9048838371	0.661232745	0.6897858958	165.9462079439	1.3330119598	124.4896617216	1.1642796783	1	714.028082858	830.7016171891	915.9278635135	1108.0317535008	-1E-09	0.0088015287	-0.0035376426	7	0.0007516448	0.9152771221	21.8564459287	-15.8367079619	4	3.942615029	16012	0.9988147963	2	0		
190423_03-04-0094	21	1.1278598132	0.0468835664	1.2044346762	3.8555270635	3.2420988866	1.767766953	1.4743319337	8	0.084605699	68.25	806.6832473469	444.5265020795	546.6183523582	0.5306824744	0.6515046697	133.7047916283	1.179842562	113.324265404	1.5072741974	1	632.8725608389	743.9505083952	444.7686412711	546.1989836544	7.10186941211365E-10	0.0100695573	-0.0033945712	2	0.0007516443	0.9499943733	15.4043164688	-10.0574029625	2	3.9341229792	11301	0.9999115201	2	0		
190423_03-04-0095	21	1.3106736933	0.3351802068	1.5217214676	3.2420988866	2.7262693317	1.146255054	1.5800142777	11	0.131235718	93.3125	711.0297518452	188.0511356427	620.6900139576	0.9048965002	0.6360774818	219.4859299067	2.3494491959	93.4201643044	-0.3059005023	1	579.137140703	749.5223062543	186.994434345	620.2752439828	-1.71580215983944E-09	0.0107529938	-0.0038057274	1	0.0007516423	0.9233979271	25.0091074591	-10.9351182256	2	3.9337907497	15762	1	2	0		
190423_03-04-0096	21	1.2435993523	0.7703592212	1.437908711	2.292510108	2.1022410381	0.3407836665	1.7614573717	22	0.1353333406	99.75	737.0689257283	193.2790934038	338.948165464	0.7932472924	0.6215610095	203.8793238044	1.6423068534	124.1420404369	-0.7869595592	1	568.9827457745	691.8681728729	195.3126534162	337.158899067	3.39198719860939E-09	0.0095030977	-0.0034822489	12	0.0007516436	0.9317217446	19.5353833302	-12.6427607719	2	3.9327109544	19678	0.9902375201	2	0		
190423_03-04-0097	21	1.1642167825	0.5516186338	1.2635351149	2.7262693317	2.5	0.3125	2.1875	25	0.1077164339	74.75	693.9516777165	233.6654642111	526.9946838808	0.8416036709	0.7324433319	157.8080796668	1.8515240509	85.2314500542	-0.3196344986	1	598.9421564078	736.835327004	233.6068029828	526.8278182754	3.61746376823058E-09	0.013941201	-0.0033653086	1	0.0007516429	0.9332821135	28.9587701795	-8.4751359603	2	3.9291609167	10534	1	2	0		
190423_03-04-0098	21	1.0730499551	0.0015484919	1.0910552257	4.585020216	4.2044820763	3.5355339059	0.6689481703	3	0.014719592	13.0703125	887.9534504345	874.1073891626	825.4059113301	0.8708096058	0.5004930966	52.6780283225	2.0340896624	25.8975940425	-0.6048972329	0	704.5783156723	782.1477269075	874.5884669949	825.0176364386	1.40713735044041E-09	0.0187786605	-0.0150624197	1	0.0007516443	0.9864779149	12.9728456264	-6.5155775027	2	3.9216719467	1015	1	2	1	1	
190423_03-04-0099	21	1.1222815207	0.1133031071	1.1934890385	3.5355339059	2.9730177875	1.3631346658	1.6098831217	10	0.1087353077	79.125	727.6845182051	919.057079611	1269.5168788047	0.3268246425	0.7097407698	131.469275301	1.0581058871	124.2496397582	-0.9639134183	1	710.6007862302	832.5601564275	917.5005293018	1258.4015363163	2.38613003235659E-10	0.0119952507	-0.0032869346	9	0.0007516435	0.9154087566	19.3455021187	-15.6232607515	3	3.901724478	12649	0.9904471067	2	0		
190423_03-04-0100	21	1.1114094462	0.3184867726	1.1584056328	2.7262693317	2.292510108	0.4052623608	1.8872477472	21	0.0993260484	71.875	723.6268951299	279.9787296037	1160.9388111888	0.5139070637	0.7679570374	123.7439725918	1.1657105776	106.1532553356	-1.2600741625	1	614.1473882329	823.059190263	280.7567166446	1160.9464593704	4.32802025090257E-09	0.0134500737	-0.0034994849	1	0.0007516438	0.9334793558	23.0383184023	-9.4099208934	2	3.8923722086	10296	1	2	0		
190423_03-04-0101	21	1.0303481953	0.0034901457	1.0489926917	3.8555270635	2.1022410381	1.25	0.8522410381	7	0.0242555085	21.765625	897.3477105436	745.8154934105	1239.3590485375	0.8994046474	0.0926665078	244.9537224936	2.2877169678	107.0734386922	1.0394498568	0	689.0835079697	806.566483868	750.8808587062	1208.774926398	6.10901166278296E-09	0.0121419059	-0.005674982	6	0.0007516439	0.9866865214	9.0736029481	-11.7428610936	2	3.8773645016	3111	0.8848122867	2	1		1
190423_03-04-0102	21	1.1258525067	0.1212701505	1.217009431	3.2420988866	0.8838834765	0.4052623608	0.4786211157	10	0.0399973222	34.0625	851.6195112856	1468.1388404534	878.0486050567	0.7732718551	0.7546052632	96.6797727819	1.5771014176	61.3021912881	0.1894215829	1	748.739758335	779.4808278752	1475.7236786515	848.3005121569	-9.18084193404221E-09	0.0127904128	-0.0050698616	4	0.0007516441	0.9711869538	19.0968014846	-8.8314797611	2	3.8598091172	4588	0.7786829599	2	0		
190423_03-04-0103	21	1.1055303791	0.0304906714	1.1580715759	3.5355339059	2.9730177875	1.4865088938	1.4865088938	9	0.0385475014	30.9375	802.5812019497	1059.7948517941	254.2033281331	0.9920167048	0.1677864061	206.2503679797	7.929803346	26.009518645	0.7510213278	1	728.6357901781	752.7184151258	1057.0584900695	322.3545017552	-5.6775456559917E-09	0.0160331697	-0.0058691442	5	0.0007516439	0.9679402207	12.0602150057	-16.1772493631	2	3.8547195526	3846	0.947057375	2	1		
190423_03-04-0104	21	1.0646965932	0.0221190626	1.092121581	3.5355339059	2.7262693317	1.3631346658	1.3631346658	9	0.0924377203	74	800.5389984838	575.4125505764	167.9490800824	0.9038602688	0.5861636909	198.8128830183	2.3373890919	85.0576755524	-0.369244162	1	653.8064308751	698.4684628944	574.4560952634	168.0497709613	6.54230758639425E-09	0.0101267145	-0.0040210148	3	0.0007516441	0.965189808	14.4794608892	-10.9410750519	3	3.8449121716	13099	0.9996947264	2	0		
190423_03-04-0105	21	1.1729787191	0.2600129544	1.2753992997	3.2420988866	2.5	0.625	1.875	17	0.1217218675	82.0625	674.1804222304	141.3561145127	565.7157868608	0.7656587678	0.6207498716	161.1064825245	1.5546128665	103.6312550848	-0.1497054254	1	580.4239236696	740.6628397187	138.5293635567	565.9637845742	5.15427831259208E-09	0.0135733277	-0.0034272537	1	0.0007516431	0.9488267196	20.3976131363	-9.735631732	3	3.843423856	12086	1	2	0		
190423_03-04-0106	21	1.1279066237	0.1143545781	1.2080232723	3.5355339059	2.9730177875	1.25	1.7230177875	11	0.1086716524	80.1875	737.8879241355	896.4324527169	1347.1145301711	0.5842710737	0.7280874317	145.9203077115	1.2321969567	118.4228762459	0.1914119383	1	712.4689902368	857.5320267352	895.1721779137	1346.2701839583	2.80788696097483E-10	0.0114951773	-0.0031073085	3	0.0007516438	0.9281400992	18.1376806175	-14.5901711647	2	3.8375545216	13324	0.9998499175	2	0		
190423_03-04-0107	21	1.0117527946	0.0031635412	1.0200193168	4.2044820763	2.7262693317	1.9277635318	0.7985057999	5	0.1042574299	84.375	809.2948392751	849.9801817184	975.1247027258	0.7454482804	0.6748559671	178.1182360924	1.5002322257	118.727109741	0.7030521575	1	704.4660829493	807.3572343548	848.7276281642	973.1891862767	-3.59794889386842E-09	0.0087432004	-0.0038460787	3	0.000751645	0.9404817488	17.9676095486	-11.0727901815	2	3.8174106976	16399	0.9998780562	2	0		
