exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	threshold.area	region.majmin.ratio	region.centroid.1	region.centroid.0	threshold.perc	region.extent	region.majaxis	mass.region	mass.total	region.eccentricity	mass.perc	region.minaxis	region.orient	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	length	freq.maxsnr.freq	freq.range.high	freq.rangesz	freq.integrate	freq.maxsnr	freq.avgsnr	freq.range.low	artifact	signal	noise	hemodynamic	movement	res
190625_03-04_600components-0209	21	0.0007516538	-2.42396456010173E-09	-0.004856764	0.0049121999	0														692.0488326867	792.2879982928	619.7332519418	834.7062054824	0.2820877781	-6.4318691024	7.4509929968	0.6738326571	3	0	5	5	0.414979784	0.0290518507	1.0742666957	1.0488401114	4.585020216	0	0	1			6.79
190625_03-04_600components-0210	21	0.0007516532	0.000000003	-0.0048220309	0.0051552694	0														692.4595679422	793.2106043689	1038.3011910171	871.464109942	0.2949876791	-7.7793018849	7.224740451	0.6728450571	2	11	2.5	0.01953125	0.0113193709	0.0107069333	1.4762317464	1.2855952602	0.0082118791	0	0	1			6.79
190625_03-04_600components-0211	21	0.0007516533	-0.000000002	-0.0053020348	0.006784046	0														692.4222495763	792.2428092413	803.3252486947	990.8124980601	0.355932764	-8.4652150783	8.4921011182	0.6722353868	3	0	5	5	0.414979784	0.0217244336	1.0579730155	1.0402422326	4.585020216	0	0	1			6.79
190625_03-04_600components-0212	21	0.0007516535	3.6778774702838E-09	-0.0049563525	0.0058137158	0														691.8899749693	792.0657284106	670.1665014748	760.774923891	0.3466186616	-8.5527831776	7.2893730242	0.6712787776	2	0	5	5	0.414979784	0.0473870775	1.1454414871	1.0856886215	4.585020216	0	0	1			6.79
190625_03-04_600components-0213	21	0.0007516533	3.55622848638892E-09	-0.0052715625	0.005010303	0														691.640396707	792.5721210738	703.4724535949	755.2406050951	0.2876618283	-7.8185727986	8.7613283228	0.6706654956	1	23	0.7432544469	0.0328475162	0.0279647037	0.0814970826	3.5688575904	2.096725521	0.0048828125	0	0	1			6.79
190625_03-04_600components-0214	21	0.0007516537	-1.11749215405231E-09	-0.0049799112	0.0057212654	0														692.036195215	792.0714146237	985.1088078326	806.8110104048	0.3281197086	-8.4283160792	8.215290344	0.6705156009	1	15	3.5355339059	0.0164237581	0.0115409456	0.0315366226	2.1664097778	1.6264624146	0.0048828125	0	0	1			6.79
190625_03-04_600components-0215	21	0.0007516535	-8.81685728580115E-10	-0.0048852931	0.0058113707	0														691.8538210207	792.0617249156	953.8662525087	888.9280258856	0.2653010319	-7.8667234963	9.0212219501	0.668957718	1	1	5	0.0048828125	0	0.0010830223	1.553900305	1.553900305	0.0048828125	0	0	1			6.79
190625_03-04_600components-0216	21	0.0007516529	4.5470288242347E-09	-0.0048329629	0.0057015288	0														692.1405074784	792.7760668581	1055.3914891831	955.7988285002	0.2871054048	-8.88756033	9.0057346407	0.668103642	2	3	4.585020216	0.0138106793	0.0021973286	0.0008375102	1.1446222079	1.0792597518	0.0116133507	0	0	1			6.79
190625_03-04_600components-0217	21	0.0007516531	2.92475145022394E-09	-0.0049103013	0.0055391954	0														692.0410771222	792.6014510875	849.9145619406	729.7193909057	0.297615413	-9.5478581887	7.8775950425	0.6676853275	2	5	4.2044820763	0.0390625	0.0114411414	0.0086408522	1.3820581682	1.2377688626	0.0276213586	0	0	1			6.79
190625_03-04_600components-0218	21	0.0007516532	1.83943153529069E-09	-0.0053005664	0.0061376569	0														691.8753210733	792.4088921554	811.5645264397	881.8134817374	0.2934181411	-7.5696887122	6.100541414	0.6674483125	1	24	0.6815673329	0.0358204704	0.0309376579	0.0924991463	4.0298875012	2.048782955	0.0048828125	0	0	1			6.79
190625_03-04_600components-0219	21	0.0007516532	4.3170857716255E-09	-0.0052253779	0.0050552414	0														692.386461318	792.798582504	1011.8093813483	865.696795844	0.308993133	-7.0649893365	7.1855008013	0.6671699047	1	5	3.5355339059	0.0069053397	0.0020225272	0.0105305217	3.1357952806	1.9377986793	0.0048828125	0	0	1			6.79
190625_03-04_600components-0220	21	0.0007516526	-3.89111332588141E-09	-0.0050696469	0.0059600776	0														692.7197824148	792.2252665796	781.9068726352	971.8186915693	0.3680258668	-10.0809143853	6.4505949026	0.6668021324	3	0	5	5	0.414979784	0.0260178881	1.0831916483	1.0489042187	4.585020216	0	0	1			6.79
190625_03-04_600components-0221	21	0.0007516531	-0.000000001	-0.0047802022	0.0053993446	0														691.5354596583	792.3877682716	389.4760061325	705.9251908511	0.2886302282	-8.1867718746	10.4538804985	0.6662683878	1	1	5	5	0	0.015815661	1.0536759314	1.0536759314	5	0	0	1			6.79
190625_03-04_600components-0222	21	0.0007516533	1.76092868254817E-09	-0.0049293557	0.005794364	0														691.6684850335	792.0449048781	1013.1740450716	1121.5901049287	0.2563196262	-9.907532182	6.8747317448	0.6646403449	1	2	4.585020216	0.0053247448	0.0004419323	0.0024504279	2.0906986692	1.6225524977	0.0048828125	0	0	1			6.79
190625_03-04_600components-0223	21	0.0007516538	5.59812400470474E-09	-0.0050252834	0.0056423873	0														691.7551915216	792.8604608101	767.9971366659	906.8306512844	0.3196764483	-6.6929749307	7.3524173776	0.6639253012	1	2	4.585020216	0.0116133507	0.0009638612	0.0012324781	1.2177716907	1.1993712161	0.0106494896	0	0	1			6.79
190625_03-04_600components-0224	21	0.0007516536	1.39455453145009E-09	-0.0048878407	0.0050916217	0														691.8592131262	792.8666327277	843.1321851621	652.2000722054	0.2684421254	-8.9644402501	6.9967059473	0.6632806328	2	1	5	0.0048828125	0	2.36872058612402E-06	1.0011424515	1.0011424515	0.0048828125	0	0	1			6.79
190625_03-04_600components-0225	21	0.0007516536	2.94944773264464E-09	-0.0056295742	0.0051665268	0														691.907847872	792.4443839218	839.0234457382	973.8766939503	0.2866615715	-7.6746138035	6.7371284521	0.6631267139	0									0	0	1			6.79
190625_03-04_600components-0226	21	0.0007516532	-2.20231475703435E-09	-0.0046843434	0.0061235111	0														691.5611704803	792.2733173075	1288.3140781774	799.9930222082	0.2053912507	-7.9546847758	8.9668818499	0.6610972907	1	7	2.9730177875	0.0082118791	0.0033290666	0.0052129382	1.9025241471	1.3836626946	0.0048828125	0	0	1			6.79
190625_03-04_600components-0227	21	0.0007516535	3.01774396082522E-10	-0.005678082	0.0059094133	0														692.2406591996	792.1494454556	1016.5484058777	933.1102588699	0.3233021844	-7.0611253599	8.0530175418	0.6586741668	2	12	2.5	0.0253288976	0.0155632726	0.0326263582	2.4061568139	1.6803830115	0.009765625	0	0	1			6.79
190625_03-04_600components-0228	21	0.0007516528	2.26596811352408E-09	-0.0055332903	0.0053364438	0														691.8521886409	792.343075143	1227.5002494463	844.0855999084	0.2254783789	-8.0483980149	6.8108416117	0.6584646698	1	2	4.585020216	0.0053247448	0.0004419323	0.002324003	1.9634640224	1.5757102248	0.0048828125	0	0	1			6.79
190625_03-04_600components-0229	21	0.0007516532	-1.36722943891164E-09	-0.0052895862	0.0060401333	0														692.0423604453	792.7531031302	818.3847937815	808.6329659026	0.2151628372	-8.9474880236	8.8178947384	0.6573075721	2	8	3.5355339059	0.0138106793	0.006280353	0.0112713421	1.8492532711	1.5178413942	0.0075303263	0	0	1			6.79
190625_03-04_600components-0230	21	0.0007516537	0.000000004	-0.0050735419	0.0051077541	0														691.8226648422	792.4576662299	942.4074796645	844.1272036994	0.2522878105	-8.1567456288	7.9140718994	0.6571962012	3	4	4.585020216	0.0425979583	0.0097504421	0.001777038	1.0935678109	1.0592939192	0.0328475162	0	0	1			6.79
190625_03-04_600components-0231	21	0.0007516534	-6.71318456893523E-10	-0.0059277737	0.0070430934	0														692.7277784048	792.5690950194	1098.5682325713	671.5152184352	0.2720054945	-7.6870887635	7.6670533607	0.656860083	1	20	0.9638817659	0.0253288976	0.0204460851	0.1774624634	9.9403841451	4.22733286	0.0048828125	0	0	1			6.79
190625_03-04_600components-0232	21	0.0007516531	-2.9426126794365E-09	-0.0062239307	0.0076224257	0														692.4600448926	792.4909160408	1161.4527795735	1097.0398071108	0.2163133954	-9.8319248929	10.7287374075	0.6566324848	2	3	4.585020216	0.0506577951	0.0080598368	0.0055354948	1.2988859934	1.2262270111	0.0425979583	0	0	1			6.79
190625_03-04_600components-0233	21	0.0007516531	3.55276600577521E-09	-0.0056715436	0.0047476249	0														691.9342708741	792.9164652069	688.9172576299	735.9617638409	0.2913361752	-7.4730297044	10.7576385393	0.6558334672	1	19	1.9277635318	0.0232267015	0.018343889	0.0592797707	2.7284147001	2.0184626502	0.0048828125	0	0	1			6.79
190625_03-04_600components-0234	21	0.0007516532	-1.28607117223628E-10	-0.0049142398	0.0051929604	0														691.9437367015	792.685551536	1276.5115221459	867.19120729	0.2738243347	-9.0241175092	6.8273209829	0.6550196862	1	24	0.6815673329	0.0358204704	0.0309376579	0.2010436551	9.956019917	3.9171366006	0.0048828125	0	0	1			6.79
190625_03-04_600components-0235	21	0.0007516539	-1.33349732168184E-09	-0.0055277593	0.0054544451	0														691.8034681187	792.4207016473	897.6072313113	693.1759706972	0.1983803507	-8.2178285289	8.8367329525	0.6544182442	1	11	2.1022410381	0.0116133507	0.0067305382	0.0157099039	2.2891977023	1.6409598645	0.0048828125	0	0	1			6.79
190625_03-04_600components-0236	21	0.0007516535	-1.67491413921629E-09	-0.005957956	0.0051457437	0														692.2731659121	792.5830860276	1154.1569531304	706.4834108107	0.230208871	-7.8793468584	7.1035167516	0.6536449777	2	15	1.4865088938	0.0164237581	0.0115409456	0.0369297362	2.8460665246	1.8981842525	0.0048828125	0	0	1			6.79
190625_03-04_600components-0237	21	0.0007516535	-2.06252214609952E-09	-0.0048398333	0.0057834282	0														691.6901006082	792.3103414663	1299.5071949502	900.2085561928	0.2355274995	-8.7126140496	11.8022957005	0.6533711209	2	0	5	5	0.414979784	0.0251492077	1.0562677362	1.0394673095	4.585020216	0	0	1			6.79
190625_03-04_600components-0238	21	0.0007516534	-2.90608430039757E-09	-0.0048650614	0.0052842806	0														692.579859676	792.8041586309	985.4203379971	1050.1918490023	0.2159845193	-7.0479859415	8.1167295739	0.6530905624	2	10	2.5	0.0106494896	0.0057666771	0.0127553887	1.713434528	1.529090047	0.0048828125	0	0	1			6.79
190625_03-04_600components-0239	21	0.000751653	3.08962659334406E-09	-0.0063495399	0.008672476	1	5	1.7320508076	1263.8	912.4	1	0.8333333333	3.098386677	0.0344848633	1032.5362613313	0.8164965809	3.33982103803187E-05	1.788854382	-1.2490457724	692.356540904	793.4153614375	993.6378221251	1152.8893590112	0.4072823444	-7.8209297026	8.9246376622	0.653062501	2	0	5	5	0.414979784	0.0410690686	1.1384963061	1.0880799154	4.585020216	0	0	1			6.79
190625_03-04_600components-0240	21	0.0007516535	-1.06812671555243E-09	-0.005128514	0.0062675507	0														692.0321580955	792.2993940969	1034.7577975857	745.3415489246	0.2168140659	-8.537826578	9.4840120837	0.6526719326	0									0	0	1			6.79
190625_03-04_600components-0241	21	0.0007516534	-1.7494888365484E-09	-0.0058272726	0.0054144153	0														691.9136158147	792.9114428242	613.8682080382	931.8425425967	0.2534230877	-10.0708744389	7.6177369289	0.6521838436	1	10	2.292510108	0.0106494896	0.0057666771	0.0207132006	4.0135186498	1.9190576858	0.0048828125	0	0	1			6.79
190625_03-04_600components-0242	21	0.0007516533	2.10289342288579E-09	-0.0052533643	0.0050606933	0														691.2235805753	792.9576380169	560.8372001993	684.6279580297	0.249582794	-8.0144106689	8.149710142	0.6520093654	1	16	2.5	0.0179102352	0.0130274227	0.0255540521	2.3654615725	1.5509025256	0.0048828125	0	0	1			6.79
190625_03-04_600components-0243	21	0.000751653	5.26207031805235E-09	-0.0050348026	0.0066187622	0														692.8196874186	792.7830393134	819.9469861836	844.6123093079	0.2856748862	-7.3011566995	6.5557223384	0.6519301741	1	26	1.0511205191	0.0425979583	0.0377151458	0.0908590751	3.6839681661	2.0063102833	0.0048828125	0	0	1			6.79
190625_03-04_600components-0244	21	0.0007516539	1.23044798803996E-09	-0.0053832765	0.0052145286	0														692.2942865542	792.5472481096	537.13839018	765.3856045125	0.2721474206	-9.0921549846	7.6999867619	0.6516570324	2	1	5	5	0.414979784	0.0449783675	1.1207687075	1.0752213527	4.585020216	0	0	1			6.79
190625_03-04_600components-0245	21	0.0007516531	4.47852446647344E-09	-0.0058096904	0.0049474126	0														692.481256574	792.7275635375	1003.839684624	1276.8760156672	0.2403759626	-6.0516643361	7.6687857504	0.651435326	3	8	4.2044820763	0.0656950324	0.029874562	0.0144053075	1.3143045693	1.1876211037	0.0358204704	0	0	1			6.79
190625_03-04_600components-0246	21	0.0007516535	4.43178541979809E-09	-0.0048937173	0.0051904548	0														691.7368836207	792.359197465	661.846142615	766.5476230675	0.2465301544	-5.9578646885	7.8060346281	0.6511878107	4	1	5	5	0.414979784	0.0383000815	1.0841745655	1.0600649873	4.585020216	0	0	1			6.79
190625_03-04_600components-0247	21	0.0007516529	-2.54254740341412E-09	-0.0049705153	0.0051537385	0														692.7780456462	792.5167566597	605.8140438519	625.4334843287	0.2190072513	-6.7087041243	7.6772490918	0.6511036671	2	12	2.292510108	0.0276213586	0.0169718691	0.0259945564	2.6603457886	1.6256646888	0.0106494896	0	0	1			6.79
190625_03-04_600components-0248	21	0.0007516534	1.82653443446777E-09	-0.0062752176	0.0060836864	0														692.3311523789	792.8420409385	639.0305060023	819.9190948412	0.239476913	-6.7931985609	8.9144045477	0.6502985369	1	1	5	5	0	0.0301575435	1.0946867311	1.0946867311	5	0	0	1			6.79
190625_03-04_600components-0249	21	0.0007516535	-2.68408227904081E-09	-0.0049972155	0.0060020472	0														692.1571390396	792.5889665563	1201.739215134	902.6741040448	0.2284408144	-8.2421457867	7.5266904975	0.6496376764	1	2	4.585020216	0.0053247448	0.0004419323	0.001093817	1.4103448812	1.2775544185	0.0048828125	0	0	1			6.79
190625_03-04_600components-0250	21	0.0007516534	4.36264639363504E-09	-0.0049554925	0.005170529	0														691.1159169257	792.3589431799	700.9083231157	743.3635603537	0.1936955213	-6.6259645209	7.5178581722	0.6475571354	2	3	4.585020216	0.0179102352	0.0028495826	0.0002753981	1.0439485682	1.0236919223	0.0150606526	0	0	1			6.79
190625_03-04_600components-0251	21	0.0007516533	-4.19309358899553E-09	-0.0055033148	0.0057940495	0														691.9994678487	792.0989121957	678.6122915795	830.8014649792	0.2561907698	-8.7964465588	6.8377398516	0.6468882868	1	9	2.5	0.009765625	0.0048828125	0.0234133403	4.641410846	2.1786238265	0.0048828125	0	0	1			6.79
190625_03-04_600components-0252	21	0.0007516532	8.93600632906631E-10	-0.0051594582	0.0054876742	0														691.8794597989	792.1118555554	991.3630447437	1001.4060670791	0.2682219551	-7.1628500404	7.0251469843	0.646399238	2	12	1.9277635318	0.0126644488	0.0077816363	0.0345065465	4.3922670598	2.1936682933	0.0048828125	0	0	1			6.79
190625_03-04_600components-0253	21	0.000751653	8.57882430199184E-10	-0.005081295	0.0054394049	0														692.4623985075	791.9204261055	543.5694727688	874.0971129159	0.2176997862	-6.9887727705	8.5481670742	0.6463303464	1	26	0.625	0.0425979583	0.0377151458	0.1085952139	5.0653911997	2.3421734647	0.0048828125	0	0	1			6.79
190625_03-04_600components-0254	21	0.0007516534	-0.000000004	-0.0050088985	0.0056038982	0														692.0946206445	792.5978875793	729.4574547816	600.4881682874	0.2688880643	-7.0468944663	7.664980241	0.6460603756	1	1	5	0.0048828125	0	0.0005909032	1.3129467552	1.3129467552	0.0048828125	0	0	1			6.79
190625_03-04_600components-0255	21	0.0007516536	0.000000003	-0.0056639839	0.0052588716	0														691.6896017712	792.5603644626	956.425458259	781.3455056896	0.289244795	-7.5831193562	6.4011018546	0.6459765599	0									0	0	1			6.79
190625_03-04_600components-0256	21	0.0007516529	-6.24584144377845E-09	-0.0047350015	0.0053374088	0														692.5796343146	792.1336167556	840.8542256841	763.3299623018	0.2072106113	-7.9174698509	8.2424956405	0.6442149262	3	0	5	5	0.414979784	0.04200755	1.0838244844	1.0641693751	4.585020216	0	0	1			6.79
190625_03-04_600components-0257	21	0.0007516535	-4.07999564893179E-10	-0.004778249	0.0062274767	0														691.8863807693	792.2953113315	919.107528451	848.9404924098	0.2162188086	-9.3421547958	7.5048314121	0.6441350148	1	20	0.9638817659	0.0253288976	0.0204460851	0.1837680805	10.8054199364	4.57981317	0.0048828125	0	0	1			6.79
190625_03-04_600components-0258	21	0.000751653	-7.09907324698052E-09	-0.0047907371	0.0052739872	0														692.7248629666	792.3651678045	746.856371566	924.5861180596	0.301838502	-10.8356615728	7.9694996542	0.6436664595	1	12	2.5	0.0232267015	0.0142715839	0.0079529854	1.3091087152	1.1648722275	0.0089551176	0	0	1			6.79
190625_03-04_600components-0259	21	0.0007516542	5.81137473588644E-10	-0.0055126046	0.0052388272	0														691.5774250387	792.5615511824	1125.8854066668	849.5195483434	0.2368103838	-8.1734226508	6.7302862428	0.6436494655	4	0	5	5	0.414979784	0.0321799206	1.0655441448	1.0502190318	4.585020216	0	0	1			6.79
190625_03-04_600components-0260	21	0.0007516533	0.000000003	-0.0051902418	0.0045700967	0														691.2532210067	792.3426447269	907.9079395933	524.8237849463	0.2368352331	-8.3553450996	8.477568848	0.6432133433	3	4	4.585020216	0.0301213052	0.0068946037	0.0014362455	1.0992107998	1.0665884807	0.0232267015	0	0	1			6.79
190625_03-04_600components-0261	21	0.0007516533	2.19020344431607E-09	-0.0063154503	0.005386154	0														692.2264902526	792.3902945606	1018.1119735332	893.9708609782	0.2274067501	-8.3089699534	7.0172739997	0.6426733333	2	6	3.5355339059	0.0232267015	0.0081660489	0.0053622954	1.3246194818	1.2192107306	0.0150606526	0	0	1			6.79
190625_03-04_600components-0262	21	0.0007516539	-1.7444600590597E-09	-0.005104947	0.0050278324	0														692.0879642661	793.2395635347	1045.4231589027	816.6173988104	0.2098620337	-5.9547470114	9.0032639182	0.6423016242	2	6	3.5355339059	0.01953125	0.0068668012	0.0066876386	1.5693285743	1.3255559894	0.0126644488	0	0	1			6.79
190625_03-04_600components-0263	21	0.0007516529	5.10402136882285E-09	-0.0050396319	0.0059365157	0														691.5188978912	792.5679367298	393.1998781001	1048.6137526907	0.2344024194	-6.7984342414	8.7837031662	0.6418285087	1	22	1.4865088938	0.0301213052	0.0252384927	0.102203824	3.9008837469	2.5289608164	0.0048828125	0	0	1			6.79
190625_03-04_600components-0264	21	0.0007516532	1.56686420784367E-10	-0.0055161603	0.0053060516	0														692.305334469	792.4739830927	601.6711012721	1013.8631122526	0.2016885877	-6.5059734113	8.7647588441	0.6418162098	1	11	2.1022410381	0.0116133507	0.0067305382	0.0291535921	4.0685465286	2.195167314	0.0048828125	0	0	1			6.79
190625_03-04_600components-0265	21	0.000751654	-2.54398227745945E-09	-0.0058033739	0.0052135174	0														692.4937528473	792.8534914841	1196.6242567185	1154.8832267473	0.2445473018	-7.4210183983	6.9699717275	0.641800591	1	26	0.573127527	0.0425979583	0.0377151458	0.1799379352	8.0106496481	3.2093109184	0.0048828125	0	0	1			6.79
190625_03-04_600components-0266	21	0.0007516534	2.89904843231612E-09	-0.0056644182	0.0050153392	0														691.2602990292	792.620297742	642.5421337549	687.2129670904	0.2098109377	-9.3126701198	6.6246793342	0.6414928016	1	23	0.7432544469	0.0328475162	0.0279647037	0.2060623662	13.5379914645	4.7860887405	0.0048828125	0	0	1			6.79
